category,product name,location,price,overall rating,number sold,total review,customer review,sentiment,region,salary
animal care,Spray Penghilang Bau Kencing Kucing Anjing - Aroma Lavender,jakarta utara,55000,4.9,2217,1143,"barang ok, sesuai pesanan, pengiriman ok",1,dki jakarta,5396760.0
animal care,Spray Penghilang Bau Kencing Kucing Anjing - Aroma Lavender,jakarta utara,55000,4.9,2217,1143,"Pengiriman cepat, packing aman ,suka sm produknya,trimakasih",1,dki jakarta,5396760.0
animal care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,jakarta barat,3500,4.9,22900,1395,"kualitas bagus, kiriman cepat, hargnya murah",1,dki jakarta,5396760.0
animal care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,jakarta barat,3500,4.9,22900,1395,barang sesuai permintaan n kedatangan sesuai estimasi,1,dki jakarta,5396760.0
animal care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,jakarta barat,3500,4.9,22900,1395,barang bagus dan layanan bagus,1,dki jakarta,5396760.0
animal care,Alas Kandang Hewan Kucing / Anjing / Tortoise 40 x 60 - Hitam,jakarta barat,27500,4.9,5664,1816,"Sudah sampai kak. okey barangnya , warna bagus , kualitas bagus dan tidak berbau , anti slip juga kayak nya . Thanks lah ya.. :)",1,dki jakarta,5396760.0
animal care,Alas Kandang Hewan Kucing / Anjing / Tortoise 40 x 60 - Hitam,jakarta barat,27500,4.9,5664,1816,bagus sesuai deskripsi,1,dki jakarta,5396760.0
animal care,Alas Kandang Hewan Kucing / Anjing / Tortoise 40 x 60 - Hitam,jakarta barat,27500,4.9,5664,1816,"Respon dan pengiriman cepat, prduk ok, harga juga relatif murah� thx ya",1,dki jakarta,5396760.0
animal care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,jakarta utara,65000,5.0,1793,1085,"cepet bgt sampai, packing termat sangat aman dan TDK bocor, bubble wrap tebellll sekali, blm dicoba semoga bermanfaat dengan baik",1,dki jakarta,5396760.0
animal care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,jakarta utara,65000,5.0,1793,1085,"dikirimnya cepat dan super duper rapih ,terima kasih",1,dki jakarta,5396760.0
animal care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,jakarta utara,65000,5.0,1793,1085,"Packing sangat baik. Buble warp sangat tebal. Pengemasan cepat, pengiriman kurir standar. Produk masih segel. Exp msh lama. Terima kasih.",1,dki jakarta,5396760.0
animal care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,jakarta utara,65000,5.0,1793,1085,"terima kasih, produk telah diterima dengan baik. pengiriman cepat, packaging baik.",1,dki jakarta,5396760.0
animal care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,jakarta utara,65000,5.0,1793,1085,"produknya ok sangat bermanfaat utk mrnjaga dan merawat kebersihan anabul, sudah langganan beli .. terimakasih seller",1,dki jakarta,5396760.0
animal care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,jakarta utara,65000,5.0,1793,1085,"Respon seller dan pengiriman cepat, paket aman, produk baru dicoba dan blm bener� tau efektif atau ngga, botol aman gak bocor dan sprayernya bagus. Thanks a lot seller!",1,dki jakarta,5396760.0
animal care,Daily Disinfektan 5L cairan disinfektan siap pakai - Reguler,jakarta selatan,39000,4.9,11300,4296,barang cepat sampai dlm keadaan baik,1,dki jakarta,5396760.0
animal care,Daily Disinfektan 5L cairan disinfektan siap pakai - Reguler,jakarta selatan,39000,4.9,11300,4296,"Selalu puas belanja disini, udah ketiga kalinya beli disini. Pengiriman cepat, respon cepat.",1,dki jakarta,5396760.0
animal care,Daily Disinfektan 5L cairan disinfektan siap pakai - Reguler,jakarta selatan,39000,4.9,11300,4296,"Pengiriman cepat, barang aman..tidak bocor, seller fast respons",1,dki jakarta,5396760.0
animal care,Daily Disinfektan 5L cairan disinfektan siap pakai - Reguler,jakarta selatan,39000,4.9,11300,4296,"Desinfektan yg baguss seperti ulasan videonya, respon penjual baik dan cepat, pengiriman cepat.. thank you Seller ??",1,dki jakarta,5396760.0
animal care,Daily Disinfektan 5L cairan disinfektan siap pakai - Reguler,jakarta selatan,39000,4.9,11300,4296,mantap...wangi...udah beli beberapa kali. Aman juga untuk hewan...,1,dki jakarta,5396760.0
animal care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,tangerang,99000,4.8,1237,561,"Barang sudah sampai dan ikannya masih sehat dan selamat,makasih",1,banten,2905119.0
animal care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,tangerang,99000,4.8,1237,561,mendarat dgn selamat dan ikannya bagus,1,banten,2905119.0
animal care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,tangerang,99000,4.8,1237,561,"Kondisi ikan cupang sehat, dan dipacking dengan rapi dan apik.",1,banten,2905119.0
animal care,DESINFEKTAN MedLab 5 Liter antiseptik,jakarta barat,40500,4.9,14100,4374,"Recommended!. Barang sesuai, seller gercep, pengemasan mantap banget",1,dki jakarta,5396760.0
animal care,DESINFEKTAN MedLab 5 Liter antiseptik,jakarta barat,40500,4.9,14100,4374,"Proses cepat, pengiriman cepat, packaging sangat aman, barang terjamin tdk ada bocor...",1,dki jakarta,5396760.0
animal care,DESINFEKTAN MedLab 5 Liter antiseptik,jakarta barat,40500,4.9,14100,4374,Harga murah deh. Packing aman banget dilapisi bubble wrap yang sangat tebal juga dus yang tebal.,1,dki jakarta,5396760.0
animal care,DESINFEKTAN MedLab 5 Liter antiseptik,jakarta barat,40500,4.9,14100,4374,"pengiriman cepet banget, packing aman banget.. pokoknya mantab",1,dki jakarta,5396760.0
animal care,DESINFEKTAN MedLab 5 Liter antiseptik,jakarta barat,40500,4.9,14100,4374,"Muantaap tepat waktu, packing memuaskan tks.??",1,dki jakarta,5396760.0
animal care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,jakarta utara,145000,5.0,3768,3577,"Barangnya ternyata berkualitas walaupun harganya cukup miring - warnanya pun bagus, gak kelihatan kayak barang murah - puassss",1,dki jakarta,5396760.0
animal care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,jakarta utara,145000,5.0,3768,3577,"Seller komunikatif, produk Bahannya bagus, warnanya jg keren, pengiriman tepat waktu, instalasi mudah. Packaging sangat aman box dan dikasih buble wrap. Thanks jg bonusnya.",1,dki jakarta,5396760.0
animal care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,jakarta utara,145000,5.0,3768,3577,packing sangat aman..ada kardus dan bubble jadi barang sampai dengan selamat..dikasih bonus tempat mkn pula..makasiihhhhhh,1,dki jakarta,5396760.0
animal care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,jakarta utara,145000,5.0,3768,3577,"Barang oke, packaging juga aman.... mantap lah",1,dki jakarta,5396760.0
animal care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,jakarta utara,145000,5.0,3768,3577,"Pembelian keranjang kargo kucing ke 3, ga pernah ga puas beli di sini, harga terbaik, seller fast response dan packing nya juara.. aman banget pake kardus segala.. badabest lah, dapet bonus pula",1,dki jakarta,5396760.0
animal care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,jakarta utara,145000,5.0,3768,3577,produknya bagus. sesuai dengan harapan,1,dki jakarta,5396760.0
animal care,Paw Underpad Pee Pad Toilet Training Anjing 60x90 isi 10 Lembar,jakarta barat,29500,5.0,61800,4562,Kualitas underpad buruk tdk sesuai harga.,0,dki jakarta,5396760.0
animal care,Promo: BOLT makanan kucing kering rasa Tuna REPACK,jakarta barat,19500,5.0,19300,4676,Paking tidak rapih jebol,0,dki jakarta,5396760.0
animal care,Promo: BOLT makanan kucing kering rasa Tuna REPACK,jakarta barat,19500,5.0,19300,4676,udah kesobek makanan kucing nya alot,0,dki jakarta,5396760.0
animal care,Spray Penghilang Bau Kencing Kucing Anjing - Aroma Lavender,jakarta utara,55000,4.9,2217,1143,"semprotannya tidak berfungsi, sangat mengecewakan",0,dki jakarta,5396760.0
animal care,Spray Penghilang Bau Kencing Kucing Anjing - Aroma Lavender,jakarta utara,55000,4.9,2217,1143,gak mempan,0,dki jakarta,5396760.0
animal care,Spray Penghilang Bau Kencing Kucing Anjing - Aroma Lavender,jakarta utara,55000,4.9,2217,1143,Tidak pengaruh,0,dki jakarta,5396760.0
animal care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,jakarta barat,3500,4.9,22900,1395,"warna tidak sesuai dengan gambar , daya serap nya buruk cendrung tidak menyerap air , parah kecewa saya , kualitasnya makin memburuk , tidak sama seperti pas awal order Wood pellet disini",0,dki jakarta,5396760.0
animal care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,jakarta barat,3500,4.9,22900,1395,"Nga sesuai yg di harapkan, pingin yg kecil2 jd besar dan cenderung kasar jd nya",0,dki jakarta,5396760.0
animal care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,jakarta barat,3500,4.9,22900,1395,"Pelayanannya yang sangat mengecewakan , padahal gojek instant , tp besoknya baru dikirim , di chat balasnya lama bangett , no rekomen kl yg buru2",0,dki jakarta,5396760.0
animal care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,jakarta barat,3500,4.9,22900,1395,keras banget dan ukuran nya gede :( jadi nya dikit banget,0,dki jakarta,5396760.0
animal care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,jakarta barat,3500,4.9,22900,1395,"pengiriman sangat lamaaa, tdk ada pemberitahuan & chat tdk di respon",0,dki jakarta,5396760.0
animal care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,tangerang,99000,4.8,1237,561,"pas pesan lupa cantumkan warna, lgs chat ke penjual nya request warna seblm di kirim. chat cuma di baca, ga di respon, kirim ikan nya warna putih polos. kecewa belanja disini, udah mahal, malah kirim yg jarang org mau...kecewa",0,banten,2905119.0
animal care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,tangerang,99000,4.8,1237,561,Ikannya mati jadi saya kecewa ah,0,banten,2905119.0
animal care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,tangerang,99000,4.8,1237,561,"tidak sesuai pesanan, pesan warna merah putih yg dikirim, warna lain",0,banten,2905119.0
animal care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,tangerang,99000,4.8,1237,561,Cupang tidak sesuai gambar,0,banten,2905119.0
animal care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,tangerang,99000,4.8,1237,561,"barang tidak sesuai di iklan padahal saya memberi pesan saya melalui catatan pada penjual, saya pesan yang nomor ikan cupang sekian ada dlm catatan",0,banten,2905119.0
animal care,Kura Kura Brazil Res Baby - Size � 4cm,tangerang,32000,4.8,665,207,Kura kuranya tidak mulus,0,banten,2905119.0
animal care,MAKANAN KUCING BOLT REPACK 1KG - PRODUK ASLI - IKAN 800 GR,jakarta barat,15900,4.9,16300,10000,"kecewa, respon tokonya lama....pengiriman sameday, order sebelum jam 12 malah di kirim besoknya, di chat dari pagi dijawab malam. Kapok",0,dki jakarta,5396760.0
animal care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,bekasi,19500,4.9,47800,10500,Sangat kecewa dengan pengiriman yang sangat lama dan sangat sangat bermasalah di ekspedisi pengiriman s*c**at dan penjual tidak fast response.,0,jawa barat,2191232.0
animal care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,bekasi,19500,4.9,47800,10500,kecewa bagt. barang yg di kirim tidak sesuai. masih kurang 3 lagi. padahal uda langganan ko malah kecewain gitu...uda komplin ko malah ga respon ya..,0,jawa barat,2191232.0
animal care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,bekasi,19500,4.9,47800,10500,kecewa makanan yg di kirim kurang 1,0,jawa barat,2191232.0
animal care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,bekasi,19500,4.9,47800,10500,"kecewa gw belanja di sini gak amanah seller nya gw pesen 3 yg di kirim cuma 2 gak seberapa sih harga nya tapi gak jujur yg jual nya, moga berkah aja dah lu dagang dari hasil gak jujur??",0,jawa barat,2191232.0
animal care,Makanan Kucing Bolt - Catfood Bolt Repack Kualitas terbaik 800gr - Kibble IKAN,bandung,16000,5.0,15000,3276,"respone lambat, packing lama, kirim lama mengecewakan, padahal dalam 1 kota yg hanya 30 menit sampe, di saller lain setelah fix transaksi 30 menit sampe, ini nunggu sampe 4 jam.. toko payah, chat customer responenya lambat.. kapok ga akan belanja lagi",0,jawa barat,2191232.0
animal care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,jakarta barat,79000,4.9,8243,3964,"Stelah pemakaian rutin, kutu anjing makin banyak. Spot yang di spray malah makin banyak, padahal awalnya kutunya sedikit doang, nyesal produk ini.",0,dki jakarta,5396760.0
animal care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,jakarta barat,79000,4.9,8243,3964,"maaf saya kasih bintang 1 karena penilaian saya tergantung efektifitas produk yg saya beli ,ini gada efek sama sekali udh smpe hbis saya pakainya",0,dki jakarta,5396760.0
animal care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,jakarta barat,79000,4.9,8243,3964,tidak berfungsi sama sekali.. produk nya.. kutu tetap masih ada&tidak mati.. kecewa saya tdk sesuai speak nya,0,dki jakarta,5396760.0
animal care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,jakarta barat,79000,4.9,8243,3964,krn obatnyatdk mempan basmi kutu nya sdh 3 x pakai malahmakin banyak,0,dki jakarta,5396760.0
animal care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,jakarta barat,79000,4.9,8243,3964,Cuma nambah gatel aja kasian liat kucingku:�),0,dki jakarta,5396760.0
animal care,Life cat Kaleng 400gr - Makanan Basah kucing life cat kaleng 400gr,depok,12000,4.9,18900,3050,barang tdk di packing...hanya pake kantong plastik dan kaleng nya pd rusak semua....pengiriman sangat lama...saya sangat kecewa dan tdk akan belanja di toko ini.....parah sekali service nya,0,jawa barat,2191232.0
animal care,Life cat Kaleng 400gr - Makanan Basah kucing life cat kaleng 400gr,depok,12000,4.9,18900,3050,barang tdk sesuai dg pesanan...klu tdk ada barang nya jng dgabti sm yg lainnya...sangat kecewa...,0,jawa barat,2191232.0
animal care,Life cat Kaleng 400gr - Makanan Basah kucing life cat kaleng 400gr,depok,12000,4.9,18900,3050,kaleng penyok :(,0,jawa barat,2191232.0
animal care,Alas Kandang Hewan Kucing / Anjing / Tortoise 40 x 60 - Hitam,jakarta barat,27500,4.9,5664,1816,seller sangat slow respon. pengiriman lama. baru kali ini ada yg sy kasih bintang 1. bukan krn barangnya tapi respon sellernya,0,dki jakarta,5396760.0
animal care,ikan hias aquascape glofish tetra import - Hijau,tangerang selatan,20000,4.9,5267,637,"orng nnya responnya jutek bgt,, biasa aja kali, saya cm bertanya ga ngajak debat,, sombong bgt penjual kyak bgini...",0,banten,2905119.0
animal care,Kura Kura Brazil Res Baby - Size � 4cm,tangerang,32000,4.8,665,207,jangan samain packing kura� sama ikan!!,0,banten,2905119.0
animal care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,bekasi,19500,4.9,47800,10500,"chat ga di baca pdhl online, salah pengiriman tp ga ada tanggung jawab sama sekali. kaka mau ak doain bangkrut ga tokonya? lain kali jangan kek gitu lah GA BERKAH NANTI REJEKINYA!",0,jawa barat,2191232.0
animal care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,bekasi,19500,4.9,47800,10500,"SANGAT KECEWA ..!!! INI REAL YG SAYA ALAMI ... SILAHKAN BACA CHAT SAYA DGN SELLER INI SEBELUM MEMBELI, BARANG DIKIRIM TIDAK SESUAI PESANAN, SUDAH DIRETUR, TAPI CERDIKNYA SELLER TIDAK MENGIRIMKAN PESANAN SAYA YG SEHARUSNYA SAYA PESAN.. SUDAH 15 HARIII LHOO GUYS..UANG TIDAK KEMBALI, BARANG PUN TIDAK SAMPAI.. HAHA..SILAHKAN SAJA JIKA SELLER SANGGUP BAWA KE AKHIRAT.. SEMOGA KALIAN TIDAK TERTIPU SEPERTI SAYA..",0,jawa barat,2191232.0
animal care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,jakarta barat,79000,4.9,8243,3964,"gak ada pengaruh, kutu msih hidup, sdh saya tes langsung. merasa ditipu nih, semoga dapat karma dah lu",0,dki jakarta,5396760.0
animal care,Life cat Kaleng 400gr - Makanan Basah kucing life cat kaleng 400gr,depok,12000,4.9,18900,3050,barang dibilang ready. ga taunya ga dikirim..maen refund aja.,0,jawa barat,2191232.0
animal care,Repack Ori Cat Food Oricat 1kg 1 kg Mirip Jio Bolt Maxi Cat Tasty,depok,18900,5.0,13400,3710,"yg bener dong gan klo ngasih barang. expirenya kapan, masak sebulan gak kuat sampai ada yg bulukan gitu",0,jawa barat,2191232.0
animal care,MAKANAN KUCING CAT CHOIZE KITTEN 1 Kg / makanan anak kucing no bolt - KITTEN TUNA,jakarta barat,22300,4.9,11700,3363,"Proses dari pembelian ke pengiriman lamaaaaaaaaaaa, admin gak sopan, slow respon. ANCUR PARAH NIHH TOKO.",0,dki jakarta,5396760.0
animal care,MAKANAN KUCING CAT CHOIZE KITTEN 1 Kg / makanan anak kucing no bolt - KITTEN TUNA,jakarta barat,22300,4.9,11700,3363,"pesan dari tanggal 5. ini udah tanggal 8 barang belum NONGOL!!! Gila parah banget. toko laen, saya pesan obat tgl 6, hari ini tgl 8 dah nyampe. ckckckck lama bangeeeettt dan super slow respon duuhhhh. kucing jalanan yg udah pesakitan modelannya bisa2 + drop gara2 manusia2 modelan lemot gini kerjanya",0,dki jakarta,5396760.0
animal care,MAKANAN KUCING CAT CHOIZE KITTEN 1 Kg / makanan anak kucing no bolt - KITTEN TUNA,jakarta barat,22300,4.9,11700,3363,"seller sombong, shok, ngirim lambatttt percuma pake same day, bangunnya siang kali",0,dki jakarta,5396760.0
animal care,Udang Hias Merah Aquascape Red Bee Caridina,tangerang,9900,4.6,2382,309,"udang red bee yg dipesan tdk ada,sdh dikomplain malah diteruskan tokped dana nya ke penjual",0,banten,2905119.0
animal care,Udang Hias Merah Aquascape Red Bee Caridina,tangerang,9900,4.6,2382,309,"saya sengaja selesaikan pesanan ini agar bisa nulis ulasan sesuai pengalaman saya belanja dintoko ini. saya sempat tamyakan via chat tentang foto asli ikan dijawab ikannya sesuai gambar di etalase, saya tanya juga bukan burayak dijawab bukan. tapi faktanya.......... : NON SENSE YG DIKIRIM BURAYAK",0,banten,2905119.0
animal care,Udang Hias Merah Aquascape Red Bee Caridina,tangerang,9900,4.6,2382,309,size KECIL BANGET.,0,banten,2905119.0
animal care,Glofish Tetra / Glow in The Dark / Ikan Hias Air Tawar Aquascape - Biru,tangerang,42000,4.8,1881,338,"Ngirim barang gak sesuai pesanan, ngeselinnn !!!!!!",0,banten,2905119.0
animal care,Glofish Tetra / Glow in The Dark / Ikan Hias Air Tawar Aquascape - Biru,tangerang,42000,4.8,1881,338,jelek,0,banten,2905119.0
animal care,Keong Assassin Snail Pembasmi Keong Hama Aquascape,tangerang,4200,4.8,2765,285,Bangke sampe Rumah mati semua. Jangan beli disini.,0,banten,2905119.0
animal care,Kyojin pakan ayam bangkok raksasa,tangerang,52000,4.9,2976,700,penjual gk respon bgt parah,0,banten,2905119.0
animal care,Kyojin pakan ayam bangkok raksasa,tangerang,52000,4.9,2976,700,Sangat jelek krn kiriman tidak lengkap,0,banten,2905119.0
animal care,Cakaran kucing Garukan kucing cat scatcher,jakarta utara,35000,4.8,2259,969,ga sesuai gambar d kirain kayu tau2 hanya kardus,0,dki jakarta,5396760.0
animal care,Cakaran kucing Garukan kucing cat scatcher,jakarta utara,35000,4.8,2259,969,rusak 3 pcs gak bisa pakai karena packing asal,0,dki jakarta,5396760.0
animal care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,jakarta barat,79000,4.9,8413,4060,"gak ada pengaruh, kutu msih hidup, sdh saya tes langsung. merasa ditipu nih, semoga dapat karma dah lu",0,dki jakarta,5396760.0
animal care,Glofish Tetra / Glow in The Dark / Ikan Hias Air Tawar Aquascape - Biru,tangerang,42000,4.8,1977,345,"Ngirim barang gak sesuai pesanan, ngeselinnn !!!!!!",0,banten,2905119.0
animal care,Glofish Tetra / Glow in The Dark / Ikan Hias Air Tawar Aquascape - Biru,tangerang,42000,4.8,1977,345,jelek,0,banten,2905119.0
animal care,Obat Kucing CAT and FIT X1 Ultimate Untuk Kutu Jamur Scabies Cacing,jakarta timur,100000,4.9,1867,997,Beli obat diikrim dus kosong maksdya apaan nh mau tipu konsumen apa masdya,0,dki jakarta,5396760.0
animal care,MAKANAN KUCING BOLT REPACK 1Kg - TUNA IKAN,jakarta barat,19600,4.9,33400,7367,tidak sesuai pesanan ...barang yg kirim kurang... penjual asal paking saja tidak teliti,0,dki jakarta,5396760.0
animal care,MAKANAN KUCING BOLT REPACK 1Kg - TUNA IKAN,jakarta barat,19600,4.9,33400,7367,Pesanan jenis ikan yg dikirim bulet. Hadeuuuh.,0,dki jakarta,5396760.0
animal care,MAKANAN KUCING BOLT REPACK 1Kg - TUNA IKAN,jakarta barat,19600,4.9,33400,7367,mintanya bolt kok malah di kasi oricat sih??????,0,dki jakarta,5396760.0
animal care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,bekasi,19500,4.9,49100,10800,"di chat minta pengiriman instan, jawabanya menyanggupi, tp setelah di bayar, ngga di kirim2. kalo overload knp nyanggupin. kacau nih bikin kapok.",0,jawa barat,2191232.0
animal care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,bekasi,19500,4.9,49100,10800,Dapet 1 bolong. Pelayanan gak ramah. Udh tau salah gak ada kata maaf. Pesen yg smpe hari ini. Di kirim malah bsk dgn alesan ngbodohin customer. Pdhl beli dsni udh berkali2 tp 2 kali pembelian terakhir selalu ngaret. Klo salah ya minta maaf bukan malah boong. Paket jg di kirim berantakan asal masukin. Jangan sombong mentang2 udh bnyk yg beli. Inget tanpa customer anda bukan siapa2.,0,jawa barat,2191232.0
animal care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,bekasi,19500,4.9,49100,10800,"packaging kurang rapih, semua kemasan produk BOLT sobek.. sehingga ketika unboxing, isi makanan berantakan",0,jawa barat,2191232.0
animal care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,bekasi,19500,4.9,49100,10800,DUANYA LAGI GOIB,0,jawa barat,2191232.0
animal care,"Meo ME-O Pouch/saset 80G 80 G 80GR 80 GR per BOKS/BOX/DUS - TUNA SARDINE, KITTEN",jakarta pusat,5050,5.0,52000,1527,"Saya pesan meo, jelas2 tuna in jelly karena kucing saya sukanya itu.. dikirimnya tuna� bisa baca gak ya!!.. trus mau diapain doank??.. buang??.. kalau pesan harus sesuai doank.. barang kamu kosong?? Bilang!!! Jangan main ganti sembarangan�",0,dki jakarta,5396760.0
animal care,Makanan kucing merk bolt kemasan repack 1kg - Donat 800gr,jakarta timur,18450,4.8,18100,3809,"Sy pesan TIGA BUNGKUS mknan kucing merk Bolt ukuran SATU KILOGRAM. Tp dikirim HANYA SATU. Anehnya di label pengiriman tertulis 3 kg & 3 pieces (lihat foto). Dan nama penerima & alamatnya sudah benar. BAGAIMANA MUNGKIN? Padahal spt bisa dilihat di foto, dari ukuran bungkusnya saja TIDAK MUNGKIN hanya sebesar itu DAPAT berisi TIGA PCS / TIGA KILO. Sudah dikomplain tp TIDAK ADA RESPON yg berarti. Dana memang dikembalikan sebagian sesuai jumlah barang yg tidak dikirim. Tapi silahkan dinilai sendiri ...",0,dki jakarta,5396760.0
animal care,Makanan kucing merk bolt kemasan repack 1kg - Donat 800gr,jakarta timur,18450,4.8,18100,3809,Ga jujur ini orang dagang,0,dki jakarta,5396760.0
animal care,Makanan kucing merk bolt kemasan repack 1kg - Donat 800gr,jakarta timur,18450,4.8,18100,3809,MASA ISI NYA HANYA 800 gram kan harusnya 1 kg kesel,0,dki jakarta,5396760.0
animal care,Makanan kucing merk bolt kemasan repack 1kg - Donat 800gr,jakarta timur,18450,4.8,18100,3809,innalillahi.... gan klo jualan yg JUJUR.... agan jual 1 kg knp yg dateng yg 800gr ...gw apal bangt kantong 800gr sama 1 kg ... dah sering beli .... 200gr ya tagih di AKHERAT yaa gan .... makanan kucing aja paki bohong jualan nya... nauzubillah.... terakhir gw belanja di toko ini ... ngga BERKAH loo gan rizki nya dg cara nipu kaya gini... biar diterkam kucing2 loo nnti di AKHERAT nya....,0,dki jakarta,5396760.0
animal care,Makanan kucing merk bolt kemasan repack 1kg - Donat 800gr,jakarta timur,18450,4.8,18100,3809,"isinya cuma 800 gr, diskripsinya 1 kg.. udah terlanjur beli 10 bungkus.. tolong dong jangan suka nipu alus model gini.. kagak berkah tau!! parah nih sellernya, ngasih duit haram ke keluarganya..",0,dki jakarta,5396760.0
animal care,Spray Obat Kulit Scabies Demodex Jamur Kutu Anjing Kucing Hewan 100ml - Spray 60ml,jakarta barat,75000,4.8,7894,3372,"thank you utk saran2nya anabul ku kebantu banget sama produk ini, bakal repurchase lg nih",1,dki jakarta,5396760.0
animal care,Paw Underpad Pee Pad Toilet Training Anjing 60x90 isi 10 Lembar,jakarta barat,29500,5.0,61800,4562,Selalu the best bgt deh... anabul ngga usah di train aja langsung tau ????,1,dki jakarta,5396760.0
animal care,Paw Underpad Pee Pad Toilet Training Anjing 60x90 isi 10 Lembar,jakarta barat,29500,5.0,61800,4562,mantapppp fast delivery !!!! langganan trs tiap bulan ????????,1,dki jakarta,5396760.0
animal care,Spray Obat Kulit Scabies Demodex Jamur Kutu Anjing Kucing Hewan 100ml - Spray 60ml,jakarta barat,75000,4.8,7894,3372,uda pembelian ke2 nihh,1,dki jakarta,5396760.0
animal care,Paw Underpad Pee Pad Toilet Training Anjing 60x90 isi 10 Lembar,jakarta barat,29500,5.0,61800,4562,"Pelayanan cpt, packing rapi, pokokny toko ini the best deh..??",1,dki jakarta,5396760.0
animal care,Spray Obat Kulit Scabies Demodex Jamur Kutu Anjing Kucing Hewan 100ml - Spray 60ml,jakarta barat,75000,4.8,7894,3372,joooosssss gandooosss..pengiriman rapih & cepat,1,dki jakarta,5396760.0
animal care,Spray Obat Kulit Scabies Demodex Jamur Kutu Anjing Kucing Hewan 100ml - Spray 60ml,jakarta barat,75000,4.8,7894,3372,obatnya cocok buat doggy yg berjamur . sdh beli beberapa kali,1,dki jakarta,5396760.0
animal care,Promo: BOLT makanan kucing kering rasa Tuna REPACK,jakarta barat,19500,5.0,19300,4676,mantap proses dan pengiriman sangat cepat pokonya puas !!! dah gitu aja,1,dki jakarta,5396760.0
animal care,Spray Obat Kulit Scabies Demodex Jamur Kutu Anjing Kucing Hewan 100ml - Spray 60ml,jakarta barat,75000,4.8,7894,3372,produk sesuai deskripsi. Recommended ????,1,dki jakarta,5396760.0
animal care,Spray Obat Kulit Scabies Demodex Jamur Kutu Anjing Kucing Hewan 100ml - Spray 60ml,jakarta barat,75000,4.8,7894,3372,"Barang bagus sesuai deskripsi, pengiriman cepat...recommended seller.",1,dki jakarta,5396760.0
animal care,Spray Penghilang Bau Kencing Kucing Anjing - Aroma Lavender,jakarta utara,55000,4.9,2217,1143,"Barangnya bagus banget, response nya cepet, komunikatif dan sangat membantu. Makasih ya kak semoga semakin sukses yah",1,dki jakarta,5396760.0
