category,product name,location,price,overall rating,number sold,total review,customer rating,customer review,sentiment,emotion
body care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,Kota Jakarta Barat,381000,4.9,3517,1804,5,Dapat sama seperti foto pembeli lain. Serumnya dipakai dingin tidak panas.,1,happy
body care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,Kota Jakarta Barat,381000,4.9,3517,1804,5,"paket sampai super cepat. barang ori dari official.shop gitu lho. baru akan digunakan hari ini. kalo ada hasilnya, aku pesan lagi.",1,happy
body care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,Kota Jakarta Barat,381000,4.9,3517,1804,5,barangnya sesuai deskripsi...semoga berhasil byee bye .rambut rontok. Respon bagus dr reseller. GOOD .,1,happy
body care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,Kota Jakarta Barat,381000,4.9,3517,1804,5,"terima kasih paket sdh diterima dengan baik, terima kasih juga diberi voucer,",1,happy
body care,L'Oreal Professionnel Hairspa Deep Nourishing Shampoo - Rambut Kering,Kota Jakarta Barat,144000,4.9,1183,566,5,"Packing bagus, puass",1,happy
body care,L'Oreal Professionnel Hairspa Deep Nourishing Shampoo - Rambut Kering,Kota Jakarta Barat,144000,4.9,1183,566,5,"Respond cepat, packing aman, barang sesuai deskripsi, recommended",1,happy
body care,L'Oreal Professionnel Hairspa Deep Nourishing Shampoo - Rambut Kering,Kota Jakarta Barat,144000,4.9,1183,566,5,Barang sudah diterima dengan baik. Tidak ada yang bocor/tumpah. Diwrapping bubble dengan aman,1,happy
body care,L'Oreal Professionnel Hairspa Deep Nourishing Shampoo - Rambut Kering,Kota Jakarta Barat,144000,4.9,1183,566,5,Bagus. Rambut jadi lembut...,1,happy
body care,L'Oreal Professionnel Hairspa Deep Nourishing Shampoo - Rambut Kering,Kota Jakarta Barat,144000,4.9,1183,566,5,penjual cepat tanggap. barang cepat sampainya. terima kasih,1,happy
body care,Rudy Hady Suwarno Cosmetics Hair Growth Serum,Kota Jakarta Timur,88910,4.9,2348,1125,5,"barang sesuai gambar dan original,penjual responsif,barang cepat sampai.",1,happy
body care,Rudy Hady Suwarno Cosmetics Hair Growth Serum,Kota Jakarta Timur,88910,4.9,2348,1125,5,"Bagus, sesuai ekspektasi.",1,happy
body care,Rudy Hady Suwarno Cosmetics Hair Growth Serum,Kota Jakarta Timur,88910,4.9,2348,1125,5,"Respond cepat, packaging rapih, semoga efeknya cepat bermanfaat di rambut.",1,happy
body care,Rudy Hady Suwarno Cosmetics Hair Growth Serum,Kota Jakarta Timur,88910,4.9,2348,1125,5,mantap barangnya,1,happy
body care,Rudy Hady Suwarno Cosmetics Hair Growth Serum,Kota Jakarta Timur,88910,4.9,2348,1125,5,udah 2x order di sini dengan produk yang sama... recommended seller...,1,happy
body care,Rudy Hady Suwarno Cosmetics Hair Growth Serum,Kota Jakarta Timur,88910,4.9,2348,1125,5,"Respon pengiriman cepat, produk ori dan expired masih lama. Semoga berhasil mengatasi rambut rontok dan tipis. Awet juga untuk pemakaiannya",1,happy
body care,Rudy Hady Suwarno Cosmetics Hair Growth Serum,Kota Jakarta Timur,88910,4.9,2348,1125,5,Barang original mantapp,1,happy
body care,HairGen Supplement Vitamin Penghitam Rambut Alami Menghilangkan Uban,Kota Jakarta Utara,499000,5,2529,831,5,"produk asli original. suplemen bagus tanpa efek samping, semoga segera berproses utk menambah pigmen rambut. tks",1,happy
body care,HairGen Supplement Vitamin Penghitam Rambut Alami Menghilangkan Uban,Kota Jakarta Utara,499000,5,2529,831,5,"hasil pemakaian sebulan, rambut terasa halus, tebal, hitam, rontok berkurang..untuk uban belum terlihat hasilnya..lanjut order botol ke 2",1,happy
body care,HairGen Supplement Vitamin Penghitam Rambut Alami Menghilangkan Uban,Kota Jakarta Utara,499000,5,2529,831,5,mantabsss .. barang ori .. rambut makin subur dan sudah agak kelihatan warna hitam nya,1,happy
body care,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,Kota Tangerang,128600,4.9,2501,1173,1,"pelayanan lambat, beli tgl 3 baru sampai tgl 9, setiap di trace selalu gagal pickup, katanya lg maintenance tp ga bilang ke pelanggannya. sangat mengecewakan.",0,sadness
body care,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,Kota Tangerang,128600,4.9,2501,1173,2,"barang sampe kardus rusak gini, kata mas yg bawa pas dia terima kardus nya uda gini. kecewa saya uda lama barang yang diterima bgini. dalam nya paas di buka, sanitizernya basah smua tumpah keluar seger kayak ke buka gitu.",0,sadness
body care,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,Kota Tangerang,128600,4.9,2501,1173,3,yg dikirim botol tdk sesuai photo produk..,0,sadness
body care,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,Kota Tangerang,128600,4.9,2501,1173,3,pengiriman nya hampir 1 minggu. agak kecewa,0,sadness
body care,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,Kota Tangerang,128600,4.9,2501,1173,3,"Yang datang bukan yang keluaran terbaru yang ada butiran berwarna biru didalam gel hand sanitizer-nya, sedikit kecewa walau manfaatnya sama, hanya saja yang keluaran terbaru terlihat lebih menarik karena ada butiran berwarna birunya, padahal di foto produk sudah ada butiran birunya. Kecewa banget, mau mesan lagi takut yg datang sama aja barangnya dengan yang ada. Sedih.",0,sadness
body care,Whisper Pembalut Wanita Regular Flow 40's,Kota Jakarta Timur,50800,4.9,11700,4349,1,Verifikasi nya lama. Jadi gak dapat pc bts padahal udah co jam 15.00 pas ??,0,sadness
body care,Whisper Pembalut Wanita Regular Flow 40's,Kota Jakarta Timur,50800,4.9,11700,4349,1,Pengiriman lama. Kemasan tidak bagus.,0,sadness
body care,Whisper Pembalut Wanita Regular Flow 40's,Kota Jakarta Timur,50800,4.9,11700,4349,1,"amat sangat disayangkan, pelayanannya sangat buruk. Barang sdh seminggu lbh masih statusnya menunggu kurir pick up, pembungkusnya jg sangat tdk layak. pembalut wanita dibungkus dengan plastik transparan saja tanpa box? Sangat mengecewakan",0,sadness
body care,Whisper Pembalut Wanita Regular Flow 40's,Kota Jakarta Timur,50800,4.9,11700,4349,1,"udah berkali kali dibilangin kalo yg packing bukan seller tapi tim tokopedia (karena ini event bts photocard) tapi jujur kecewa aja sih pas dateng paketnya begitu. udah chat mas mas kurirnya dan bilang kalo emang dia cuma ngambil aja udah rusak kondisinya. itu bener bener kayak bukan kardus tapi cuma potongan kardus yg disatuin dan direkatkan. dan saya juga ga dapet pc jimin padahal bayar jam 3 tapi diverifikasi jam segitu. sedih, kecewa jujur.",0,sadness
body care,Whisper Pembalut Wanita Regular Flow 40's,Kota Jakarta Timur,50800,4.9,11700,4349,2,"Kecewa sekali, masa sekelas P&G packingnya kayak gini cuma dilapisi plastik bening udah tau pembalut wanita yang sifatnya privasi, pengirimannya juga lama",0,sadness
body care,Whisper Pembalut Wanita Regular Flow 40's,Kota Jakarta Timur,50800,4.9,11700,4349,3,"pengirimannya lama banget.. pesen dr tgl 18, sampai tgl 23 blm dikirim2 juga... jd sy ajukan komplain ke toped, abis itu baru barangnya dikirim. sempet kecewa sih, secara sy pesan di official storenya gitu, tp service masih spt ini ??",0,sadness
body care,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,Kota Jakarta Selatan,193000,4.8,1362,585,2,"Produk belum ada hasil sama sekali, mengecewakan",0,sadness
body care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,1,"zooonk, produk ini tdk ada dlm paket yg sy order?? kecewa sm toko ini ??",0,sadness
body care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,2,isi tidak penuh dan tidak ada wangi nya. segel hanya pakai solatip seadanya,0,sadness
body care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,2,"tidak ada tutupnya,walaupun saya beli harga murah tp jadi gabisa dibawa kemana mana karna barang rusak",0,sadness
body care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,3,agak kecewa beli 13 pcs di ksh yg exp bln 4 2022 semua...,0,sadness
body care,HairGen Supplement Vitamin Penghitam Rambut Alami Menghilangkan Uban,Kota Jakarta Utara,499000,5,2529,831,1,sangat kecewa banget,0,sadness
body care,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,Kota Jakarta Selatan,193000,4.8,1363,585,1,"Nyesel setengah mati beli ni produk, beli gara2 liat ulasannya kok positif semua.. sumpah ini krim baunya ga enak banget, kalo boleh digambarkan baunya itu perpaduan antara muntahan bayi dan minyak nyong2 om2, iya separah itu.. ini yg pada kasi ulasan idungnya pada mati rasa ato gmn ya ?????? .. pengiriman sih cepat dan bagus, but sorry, the product is a nightmare + very pricey.. tau gini gw ttp beli wak doyok yg wanginya jauh lbh enak dan jauh lbh murah.. this cream is really2 not recommended!",0,sadness
body care,ADIDAS Get Ready Eau De Toilette 100ml,Kota Jakarta Utara,147000,4.9,3134,2071,1,"Sangat tidak puas dengan pelayanannya, barang yang dikirim bukan yang saya pesan",0,sadness
body care,Hand Sanitizer Cair 1 Liter PURELIZER Aseptic 1L [ Izin KEMENKES RI ],Kota Tangerang Selatan,70000,4.9,9054,4663,1,"Kesalahan Informasi dr penjual krn tdnya mau tuker gel ke yg cair, saya tanya apa bisa tukar order dijawab bisa, tp ternyata tidak bisa krn bisa atau tidaknya tergantung toko cabang bukan keputusan penjual. jadi aja beli 2 :(",0,sadness
body care,HMNS Perfume - Farhampton 100ml,Kota Jakarta Pusat,363000,4.9,9876,5757,1,"Kecewa sekali dengan kualitas botolnya, baru 2x semprot langsung copot seperti itu. Terpaksa saya pindahkan isinya ke botol eceran. Sayang sekali padahal wanginya enak.",0,sadness
body care,HMNS Perfume - Farhampton 100ml,Kota Jakarta Pusat,363000,4.9,9876,5757,1,"Maaf agak kecewa. Saya pengguna baru dari farhampton. Awalnya saya beli tester 150rb isi 3. Tester farhampton buat saya jatuh cinta, Langsung saat itu beli yg 100ml. Ternyata pas sampai ketahanan dan projectionnya kalah jauh dari testernya.. walaupun wanginya sama. Dan tenyata saya cuma jatuh cinta sama testernya saja.. wanginya tetap ok",0,sadness
body care,LOVELI SUGAR WAX | WAXING | PENCABUT BULU |FREE 5 KAIN WAX+2 SPATULA,Kota Bekasi,39900,4.9,9645,4454,1,"sedih bgt belom ada 2bln waxingnya udah rusak dan gabisa dipake lg, padahal baru dipake 2x. dr awal dtg tutupnya penyok dan ga terlalu kedap udara jd pinggiran tutupnya rada basah. trus selama 1bln lebih disimpen di suhu ruang trus tutupnya selalu rapet, tp pas mau dipake lg taunya udah banyak semutnya:( pas dicoba pake spatula teksturnya jg mirip madu jd rada cair dan gamau lengket lg:( katanya kalo cair buang bagian atasnya aja, ini mah ampe bawah2 semua teksturnya kayak madu:( berarti dibuang semua dong? sedih bgt mana masih banyak lg sayang bgt:(",0,sadness
body care,HMNS Starter Pack,Kota Jakarta Pusat,145000,4.9,15300,8596,1,"Kecewa si, packing nya ga bagus, ga di kasih bubble wrap juga (padahal sudah di tulis di note pemesanan).",0,sadness
body care,Dove Body Wash Deeply Nourishing Refill 850 Ml,Kab. Tangerang,72300,5,9695,3399,1,"pengirimannya sangat lama, belum dikirim statusnya dibuat sudah dikirim. adminnya balasnya template kecewa sekali belanja di official store",0,sadness
body care,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,Kota Tangerang Selatan,100360,5,21000,8870,1,service mengecewakan..,0,sadness
body care,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,Kota Tangerang Selatan,100360,5,21000,8870,1,service mengecewakan. lama pengiriman...,0,sadness
body care,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,Kota Tangerang Selatan,100360,5,21000,8870,1,service mengecewakan... sekali kecewa pasti saya kasi bintang 1 terus,0,sadness
body care,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,Kota Tangerang Selatan,100360,5,21000,8870,1,saya sangat kecewa . barang belum sampai . kok sudah di selesaikan . tolong di lacak yang betul .,0,sadness
body care,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,Kota Tangerang Selatan,100360,5,21000,8870,1,"Barang sdh smp, udah gitu kurirnya ngaco...barang blm diterima direport udh diterima. Trs, gak dpt pc Blackpink nya. Bkn nya klo ada tulisan Bebas Ongkir Ekstra itu hrsnya dpt pc Blackpink ? Krn yg sblm2nya sy belanja di store lain, yg ada tulisan Bebas Ongkir Ekstra, pasti dpt pc Blackpink. Ini lupa atw bgmn ? jujur kecewa...",0,sadness
body care,Whisper Pembalut Wanita Regular Flow 40's,Kota Jakarta Timur,50800,4.9,11700,4349,1,official tapi lama banget...,0,anger
body care,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,Kota Jakarta Selatan,193000,4.8,1362,585,1,Sudah pake rutin 1 bulan g ada hasil. Payah,0,anger
body care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,1,EDny kurang sebulan pantes dijual 1rb,0,anger
body care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,1,"parah banget sih responnya, komplain barang kurang, disuruh via wa, sudah wa disuruh lagi lewat marketplace, ampun dah, sejelek ini pelayanan sekelas OFFICIAL UNILEVER",0,anger
body care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,1,saya dimarahin emak saya barangnya kurang,0,anger
body care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,1,"sangat amat buruk, mereka yg blg exp nya 2023 tapi yang datang malah 2022 bulan 4, sekelas Unilever begini toh ternyata. mereka suruh refund kalau barangnya udh sampe baru ongkir nya di ganti, apakah kalian bisa ganti waktu yg kebuang untuk nunggu paket itu? packingnya lagi, anter nya lagi, g kerjaan. ya semoga Unilever yg amat besar ini sadar diri akan kesalahan nya dan kelalaiannya. dan tolong jangan menyusahkan pembeli, saya beli bukan gratisan ??",0,anger
body care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Kab. Tangerang,76900,4.9,10000,4973,1,Pengiriman Lama!,0,anger
body care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Kab. Tangerang,76900,4.9,10000,4973,1,"BARANG TIDAK SAMPAI KARENA BROKEN!!!! PROSES LAMAAA!!!! DARI TANGGAL 10 APRIL BELI, BROKEN TGL 18 APR. SAMPAI TGL 24 APRIL HARI INI MASIH BELUM ADA PRODUK DATANG DAN UANG BELUM KEMBALI. BURUK SEKALI PELAYANANNYA!!!!",0,anger
body care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Kab. Tangerang,76900,4.9,10000,4973,1,Kayak *** pelayanannya,0,anger
body care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Kab. Tangerang,76900,4.9,10000,4973,1,Pihak Ekspedisi antaraja payah lama sekali?,0,anger
body care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Kab. Tangerang,76900,4.9,10000,4973,2,"Packaging sangat buruk sekali gan... Penyok� dan isolasi sebagian sudah terbuka, seperti habis dibongkar...",0,anger
body care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Kab. Tangerang,76900,4.9,10000,4973,3,lamaaaaaa bngt kirimnya,0,anger
body care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Kab. Tangerang,76900,4.9,10000,4973,1,packing berantakan ada yg bocir tumpah semua,0,anger
body care,L'Oreal Paris Extraordinary Oil Gold,Kota Tangerang Selatan,112000,4.9,17400,7383,1,BOCOR!,0,anger
body care,L'Oreal Paris Extraordinary Oil Gold,Kota Tangerang Selatan,112000,4.9,17400,7383,1,"brg tdk saya terima, entah nyasar dimana... kurirnya bloon",0,anger
body care,L'Oreal Paris Extraordinary Oil Gold,Kota Tangerang Selatan,112000,4.9,17400,7383,1,BARANG LAMA SEKALI SAMPAINYA!!!,0,anger
body care,L'Oreal Paris Extraordinary Oil Gold,Kota Tangerang Selatan,112000,4.9,17400,7383,1,SALAH ALAMAT. Sudah saya kirim chat bahwa minta dicancel utk pesanan tsb krn sy salah masukin alamat. Menit berikutnya langsung saya pesan ulang ke alamat yg betul. Bukannya dibaca dulu chatnya malah langsung diproses dua2nya. DASAR GAK BECUS !!!! Ifillll dan gak akan pesan di toko ini lagi.,0,anger
body care,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,Kota Jakarta Selatan,193000,4.8,1363,585,1,Sudah pake rutin 1 bulan g ada hasil. Payah,0,anger
body care,ADIDAS Get Ready Eau De Toilette 100ml,Kota Jakarta Utara,147000,4.9,3134,2071,1,"Hadiah Tempat Minum Lipatnya Mana? Qoq Tidak Ada!!! ???????????????????????????????????????????????????? Memang Ada Tulisan: Selama Persediaan Masih Ada, Tapi Kalau Hadiahnya sudah tidak ada Jangan ditampilkan lagi! itu namanya Pembohongan. Sudah Harganya tidak sesuai!!! Hadiahnya tidak ada lagi!!!",0,anger
body care,ADIDAS Get Ready Eau De Toilette 100ml,Kota Jakarta Utara,147000,4.9,3134,2071,1,"Pesen tanggal 10, barang baru sampe tanggal 20 padahal sesama Jakarta, dichat katanya udah dikirim dari tanggal 11, padahal pas di tracking tanggal 12 aja tulisannya reschedule pickup karena parcel belum ready untuk dipick up. Ini Adidas Official tapi pelayanannya gini hadeh",0,anger
body care,Hand Sanitizer Cair 1 Liter PURELIZER Aseptic 1L [ Izin KEMENKES RI ],Kota Tangerang Selatan,70000,4.9,9054,4663,1,"lucu , katanya di proses ke toko cabang tapi malah ujung nya di kirim padahal saya cuma mau ganti alamat penerima , repot sekali toko ini hanya untuk cancel pembelian saja di bikin ribet",0,anger
body care,LOVELI SUGAR WAX | WAXING | PENCABUT BULU |FREE 5 KAIN WAX+2 SPATULA,Kota Bekasi,39900,4.9,9645,4454,1,"Wax apaan ini, bau gula merah versi encer dan manis. Bikin lengket satu badan, dna tidak bisa kering. Tidak bfungsi sesuai deskripsi, komplain di diemin. Bunag2 duit aja",0,anger
body care,LOVELI SUGAR WAX | WAXING | PENCABUT BULU |FREE 5 KAIN WAX+2 SPATULA,Kota Bekasi,39900,4.9,9645,4454,1,paan gada ngaruhnya samsek!!! kecabut aja kaga,0,anger
body care,LOVELI SUGAR WAX | WAXING | PENCABUT BULU |FREE 5 KAIN WAX+2 SPATULA,Kota Bekasi,39900,4.9,9645,4454,1,Orang beli disini karena terkecoh harga murah kali ya. produk ga guna. ga berfungsi seperti waxing lain pada umumnya. harga murah Krn mmg produk murahan.,0,anger
body care,Dove Body Wash Deeply Nourishing Refill 850 Ml,Kab. Tangerang,72300,5,9695,3399,1,"kualitas barang dibanding harga nya hanya so so lahh....pelayanan minus -100 sbgmn layaknya kesombongan seorang raja, apalagi pengiriman barang, seenak jidat macam tidak ada lagi produsen consumer goods lain di tata surya ini!!! no wonder nilai / valuasi perusahaan anda sudah turun lebih dari 50% dalam 1 tahun terakhir ini. semoga makin jeblok dan gulung tikar kmdn pulang kampung. SEMOGA!!!",0,anger
body care,Dove Body Wash Deeply Nourishing Refill 850 Ml,Kab. Tangerang,72300,5,9695,3399,1,"BELI PEPSODENT PAKET 4 PCS TAPI YG DIKIRIM 2, DI COMPLAIN MALAH MINTA VIDEO UNBOXING. GUE TAU ISINYA KURANG KARNA GUE BUKA PAKETNYA! WEY KALO GUE TAU ISI PAKETNYA KURANG UDAH GUE BUAT VIDEO DARI AWAL!!",0,anger
body care,tawas cair deodorant spray penghilang bau badan dan ketiak hitam,Kota Tangerang,16000,4.9,7699,2040,1,Ah apaan ga ngaruh apa2 yang ada bikin iritasi!!! Gatal gatal merah jadinya,0,anger
body care,Sterilo Rapid Hand Sanitizer 500 mL Refill - Original,Kab. Bogor,90000,5,3361,1482,5,Wanginya tidak menyengat dan tidak lengket ditangan. Pengiriman cepat dan aman karena packing tebal pakai dus dan Buble wrap. Sudah langganan beli produk di sini. Recommended seller,1,love
body care,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,Kota Tangerang,128600,4.9,2501,1173,5,Packingnya rapi banget dan wrapnya tebal. Produk original. Dikasih bonus air diffuser. Thank you,1,love
body care,dr soap Hand Antiseptic Spray 60ml (Urban Shee),Kota Surabaya,45000,5,4983,1072,5,"Udah punya 3 botol dan 1 refill, beli lagi biar dpt botol baru yg ada sticker dermatologically tested nya",1,love
body care,dr soap Hand Antiseptic Spray 60ml (Urban Shee),Kota Surabaya,45000,5,4983,1072,5,"Mantap, kalau di cium aromanya sedikit ada perubahan dari yang sebelumnya.",1,love
body care,Whisper Pembalut Wanita Regular Flow 40's,Kota Jakarta Timur,50800,4.9,11700,4349,5,safely landed on the next day! masa expired pembalut masih lamaa di 2024. thank you so much ??,1,love
body care,dr soap Hand Antiseptic Spray 60ml (Urban Shee),Kota Surabaya,45000,5,4983,1072,5,"Selalu suka dengan dr soap,,,repeat order selalu beli disini",1,love
body care,dr soap Hand Antiseptic Spray 60ml (Urban Shee),Kota Surabaya,45000,5,4983,1072,5,Udah banyak kali restock dan selalu kembali ke dr soap aja pdhl diluar sana banyak juga handsanitizer yg lain tapi yg trpercaya hanya dr soap deh ??,1,love
body care,dr soap Hand Antiseptic Spray 60ml (Urban Shee),Kota Surabaya,45000,5,4983,1072,5,Hand sanitizernya oke banget. Wanginya enak & bikin tangan jadi halus abis dipakai. Semoga pas kulitku lagi sensitif ga bikin sakit ??,1,love
body care,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,Kota Jakarta Selatan,193000,4.8,1362,585,5,"recommended seller!! barang udah sampai, packing rapih, barang sesuai deskripsi, thanks ya",1,love
body care,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,Kota Jakarta Selatan,193000,4.8,1362,585,5,cepatt nya ga ada ahlakkk fast respon barang besttt moga cocokkk,1,love
body care,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,Kota Jakarta Selatan,193000,4.8,1362,585,5,"Pengiriman cepet bgt, dapat bonus pouch, packing rapi dan sangat memuaskan, lanjutkan kak pelayanan baiknya kalo bisa tingkatkan. terima kasih.",1,love
body care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,5,"packingnya rapihh bangetttt, aman perjalanan jabodetabek",1,love
body care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,5,"Produk sampai dengan cepaat dan amaan, thank youu ????",1,love
body care,dr soap Hand Antiseptic Spray 60ml (Urban Shee),Kota Surabaya,45000,5,4983,1072,5,Sudah purchase kedua kali dan cocok dengan kulit tangan yg agak sensitif.,1,love
body care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Kab. Tangerang,76900,4.9,10000,4973,5,mantap banget barangnya sesuai deskripsi.harga juga murah. pengemasan aman bgt.pake dus sama wrap. next time order lagi. sukses terus lapaknya gan.,1,love
body care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Kab. Tangerang,76900,4.9,10000,4973,5,"langganan bulanan, recommended????? i",1,love
body care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Kab. Tangerang,76900,4.9,10000,4973,5,pengiriman cepat banget pokonya the best sukses selalu ??????????,1,love
body care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,Kota Jakarta Barat,381000,4.9,3517,1804,5,Bagusss ngga pernah mengecewakan packingnya aman banget. Kemasan bar sekarang ??????????,1,love
body care,L'Oreal Professionnel Hairspa Deep Nourishing Shampoo - Rambut Kering,Kota Jakarta Barat,144000,4.9,1183,566,5,"Mantap barangg cepeatt sampaii barang bagus penjual nyaa fast respons banget, packingan oke banget aman sampai di tempatt.. barangnya kerennn bangettt",1,love
body care,L'Oreal Professionnel Hairspa Deep Nourishing Shampoo - Rambut Kering,Kota Jakarta Barat,144000,4.9,1183,566,5,top markotoooopppp,1,love
body care,L'Oreal Professionnel Hairspa Deep Nourishing Shampoo - Rambut Kering,Kota Jakarta Barat,144000,4.9,1183,566,5,"barang aman diterima, yg paling seneng wanginya enak banget ??",1,love
body care,L'Oreal Professionnel Hairspa Deep Nourishing Shampoo - Rambut Kering,Kota Jakarta Barat,144000,4.9,1183,566,5,"Sukaaaa Banget, Banget, Banget, Bangeeeeettt ????????",1,love
body care,L'Oreal Professionnel Hairspa Deep Nourishing Shampoo - Rambut Kering,Kota Jakarta Barat,144000,4.9,1183,566,5,"wangi nya enak banget, bener kaya creambath salon",1,love
body care,L'Oreal Professionnel Hairspa Deep Nourishing Shampoo - Rambut Kering,Kota Jakarta Barat,144000,4.9,1183,566,5,cinta bangettt sama produk ini. rambut jd lembut dan wangi bangettss. always pake shampoo ini mah exp 2024 dan packingan mantap,1,love
body care,Rudy Hady Suwarno Cosmetics Hair Growth Serum,Kota Jakarta Timur,88910,4.9,2348,1125,5,"Belanja ke dua kalinya. Barang ori, packing super aman. Mantap gan�.??????",1,love
body care,MOKERU KERATIN HAIR COLOR SHAMPOO - DARK BROWN,Kab. Tangerang,150000,5,599,366,5,"Pesan kemarin sore, hari ini uda sampai, packing super aman, dobel bubble wraps+dus, mantapppp...?? Nanti saya edit ulasannya, kalau sudah coba...terima kasih ??",1,love
body care,MOKERU KERATIN HAIR COLOR SHAMPOO - DARK BROWN,Kab. Tangerang,150000,5,599,366,5,"admin cekatan ,barang sampai tepat waktu ,paking rapi ,????????",1,love
body care,MOKERU KERATIN HAIR COLOR SHAMPOO - DARK BROWN,Kab. Tangerang,150000,5,599,366,5,Gercep banget adminnya nih. TOP lah pokoknya????,1,love
body care,MOKERU KERATIN HAIR COLOR SHAMPOO - DARK BROWN,Kab. Tangerang,150000,5,599,366,5,Belum dicoba semoga lebih bagus hasilnya drpd yg biasa shampoo noni mokeru. packing mantull dan respon seller cepat. Goodlah????????,1,love
body care,Beli 2 Gratis 1 - Original Source Body Wash Mint Tea Tree,Kab. Tangerang,79900,5,1957,930,5,"Selalu suka dengan sabun ini, enak dan segar� apagi dipakai setelah olahraga",1,love
body care,Beli 2 Gratis 1 - Original Source Body Wash Mint Tea Tree,Kab. Tangerang,79900,5,1957,930,5,Selalu suka sama body wash ini ??,1,love
body care,Beli 2 Gratis 1 - Original Source Body Wash Mint Tea Tree,Kab. Tangerang,79900,5,1957,930,5,Beli di Official Store tgl 22 Feb 22 eh 23 Feb udh sampai di siang hari ???? Cepat banget ???? Thank you bangettttt cussons ???????? Dapet harga flass sale jd murah ??,1,love
body care,Beli 2 Gratis 1 - Original Source Body Wash Mint Tea Tree,Kab. Tangerang,79900,5,1957,930,5,SABUN NYAAA SETELAH DI PAKEE MINT NYA KERASAA BANGETTT ENK SIH HABIS MANDI KYK DINGIN GITU,1,love
body care,Beli 2 Gratis 1 - Original Source Body Wash Mint Tea Tree,Kab. Tangerang,79900,5,1957,930,5,"dari dulu emang suka dg efek 'nyesss ... adem' pakai sabun ini. apalagi sdg promo beli 2 dapat 3. brg terbungkus rapi dg bubble wrap, aman sampai diterima.",1,love
body care,dr soap Hand Antiseptic Spray 60ml (Urban Shee),Kota Surabaya,45000,5,4983,1072,5,Fast resp seller pengiriman cepat packaging rapihhh aman barang lengkap sesuaii thankss a lott????,1,love
